facilities,rating,location,Price,review,total reviews,have bar,have restaurant,have swimming pool,have gym,have internet
"restaurant, bar, swimming pool, gym",7.0,Ubisville,16200,"['Very', 'GoodFrom']",17,1,1,1,1,0
"restaurant, bar, swimming pool, gym, internet",7.5,Andeman,18480,"['Very', 'GoodFrom']",42,1,1,1,1,1
,,Willsmian,17000,,,2,2,2,2,2
"bar, internet",7.4,Uberlandia,20000,"['Very', 'GoodFrom']",5,1,0,0,0,1
"restaurant, bar",7.4,Hallerson,20000,"['Very', 'GoodFrom']",50,1,1,0,0,0
restaurant,8.4,Stokol,15000,['ExcellentFrom'],4,0,1,0,0,0
restaurant,,Willsmian,2000,,,0,1,0,0,0
,5.6,Stokol,14000,['GoodFrom'],3,2,2,2,2,2
"restaurant, bar, swimming pool, internet",7.5,Stokol,16500,"['Very', 'GoodFrom']",40,1,1,1,0,1
,,Machlessvile,2500,,,2,2,2,2,2
"restaurant, bar",7.4,Uberlandia,15000,"['Very', 'GoodFrom']",4,1,1,0,0,0
restaurant,7.1,Stokol,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
bar,,Wanderland,6000,,,1,0,0,0,0
"restaurant, bar, gym, internet",6.5,Machlessvile,15000,"['Very', 'GoodFrom']",32,1,1,0,1,1
"restaurant, bar",8.0,Stokol,9000,['ExcellentFrom'],4,1,1,0,0,0
restaurant,4.4,Andeman,10000,['GoodFrom'],1,0,1,0,0,0
"restaurant, bar, gym",7.1,Stokol,6600,"['Very', 'GoodFrom']",8,1,1,0,1,0
"restaurant, bar, swimming pool, gym, internet",7.7,Andeman,24700,"['Very', 'GoodFrom']",7,1,1,1,1,1
"restaurant, bar, internet",,Andeman,15000,,,1,1,0,0,1
"restaurant, bar",7.1,Willsmian,11000,"['Very', 'GoodFrom']",10,1,1,0,0,0
"restaurant, bar, internet",6.3,Andeman,22000,"['Very', 'GoodFrom']",30,1,1,0,0,1
"restaurant, bar",8.4,Andeman,10000,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar, gym, internet",8.4,Stokol,25800,['ExcellentFrom'],10,1,1,0,1,1
"restaurant, bar, swimming pool, internet",8.0,Uberlandia,25000,['ExcellentFrom'],25,1,1,1,0,1
"restaurant, bar, internet",5.6,Hallerson,5000,['GoodFrom'],50,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.4,Wanderland,17000,"['Very', 'GoodFrom']",145,1,1,1,0,1
"restaurant, swimming pool, gym",6.2,Uberlandia,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
"restaurant, bar",4.0,Stokol,2500,['GoodFrom'],8,1,1,0,0,0
"restaurant, bar, internet",8.3,Willsmian,30000,['ExcellentFrom'],18,1,1,0,0,1
"restaurant, bar, internet",9.4,Uberlandia,12000,['ExcellentFrom'],2,1,1,0,0,1
"restaurant, swimming pool",,Ubisville,29000,,,0,1,1,0,0
"restaurant, bar, swimming pool, gym",5.5,Stokol,7700,['GoodFrom'],3,1,1,1,1,0
"restaurant, bar, swimming pool",8.0,Andeman,12000,['ExcellentFrom'],6,1,1,1,0,0
"restaurant, bar",6.1,Hallerson,6000,"['Very', 'GoodFrom']",4,1,1,0,0,0
"restaurant, bar",6.7,Hallerson,10000,"['Very', 'GoodFrom']",29,1,1,0,0,0
"restaurant, bar",8.5,Wanderland,8000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, internet",,Ubisville,6000,,,1,1,0,0,1
"restaurant, bar, internet",,Andeman,9000,,,1,1,0,0,1
"restaurant, bar, internet",,Stokol,15000,,,1,1,0,0,1
bar,,Hallerson,5000,,,1,0,0,0,0
"restaurant, bar",8.1,Machlessvile,82400,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar",8.1,Ubisville,15500,['ExcellentFrom'],18,1,1,0,0,0
,,Hallerson,30000,,,2,2,2,2,2
,,Hallerson,4000,,,2,2,2,2,2
restaurant,,Andeman,14000,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym",7.0,Machlessvile,16200,"['Very', 'GoodFrom']",17,1,1,1,1,0
restaurant,,Willsmian,13160,,,0,1,0,0,0
"restaurant, bar, internet",8.1,Machlessvile,92000,['ExcellentFrom'],32,1,1,0,0,1
"restaurant, bar",,Uberlandia,3300,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",From,Stokol,15000,,1,1,1,1,0,1
,,Hallerson,3700,,,2,2,2,2,2
"restaurant, bar, internet",6.8,Hallerson,8800,"['Very', 'GoodFrom']",21,1,1,0,0,1
"restaurant, internet",8.0,Andeman,44000,['ExcellentFrom'],7,0,1,0,0,1
"bar, gym",5.2,Andeman,7000,['GoodFrom'],1,1,0,0,1,0
"restaurant, bar",8.2,Andeman,4000,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar",5.6,Machlessvile,3000,['GoodFrom'],1,1,1,0,0,0
restaurant,5.8,Andeman,3500,['GoodFrom'],4,0,1,0,0,0
"restaurant, bar, internet",9.6,Wanderland,15000,['ExcellentFrom'],2,1,1,0,0,1
"restaurant, bar, internet",7.7,Andeman,20000,"['Very', 'GoodFrom']",8,1,1,0,0,1
"restaurant, bar",8.0,Willsmian,11800,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, swimming pool",8.8,Willsmian,8000,['ExcellentFrom'],1,0,1,1,0,0
"restaurant, swimming pool, internet",5.9,Wanderland,6500,['GoodFrom'],3,0,1,1,0,1
restaurant,,Wanderland,8500,,,0,1,0,0,0
"restaurant, swimming pool, internet",7.3,Andeman,20000,"['Very', 'GoodFrom']",25,0,1,1,0,1
swimming pool,,Wanderland,25000,,,0,0,1,0,0
"restaurant, bar, swimming pool, gym, internet",7.3,Wanderland,28000,"['Very', 'GoodFrom']",23,1,1,1,1,1
,,Willsmian,4000,,,2,2,2,2,2
"restaurant, bar, gym, internet",,Wanderland,10000,,,1,1,0,1,1
,,Machlessvile,1800,,,2,2,2,2,2
"restaurant, internet",8.0,Ubisville,44000,['ExcellentFrom'],7,0,1,0,0,1
,,Machlessvile,4200,,,2,2,2,2,2
"restaurant, bar",7.5,Hallerson,16000,"['Very', 'GoodFrom']",8,1,1,0,0,0
internet,7.7,Uberlandia,5000,"['Very', 'GoodFrom']",10,0,0,0,0,1
bar,8.7,Uberlandia,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, internet",8.3,Hallerson,25000,['ExcellentFrom'],6,0,1,0,0,1
"restaurant, bar",7.3,Ubisville,13500,"['Very', 'GoodFrom']",32,1,1,0,0,0
"restaurant, bar, swimming pool, gym",5.7,Hallerson,30000,['GoodFrom'],37,1,1,1,1,0
"restaurant, bar, swimming pool",7.3,Andeman,11000,"['Very', 'GoodFrom']",41,1,1,1,0,0
"restaurant, bar, swimming pool, gym",7.0,Hallerson,16200,"['Very', 'GoodFrom']",17,1,1,1,1,0
"restaurant, bar",,Wanderland,5000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym",From,Ubisville,30000,,1,1,1,1,1,0
,6.4,Hallerson,10000,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar, internet",,Andeman,20000,,,1,1,0,0,1
"restaurant, bar, swimming pool, gym",8.6,Andeman,108900,['ExcellentFrom'],8,1,1,1,1,0
"bar, swimming pool, gym, internet",9.6,Willsmian,55000,['ExcellentFrom'],3,1,0,1,1,1
restaurant,,Andeman,8500,,,0,1,0,0,0
"restaurant, swimming pool, gym",6.2,Andeman,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
"restaurant, bar",6.5,Willsmian,4500,"['Very', 'GoodFrom']",7,1,1,0,0,0
,8.4,Stokol,48200,['ExcellentFrom'],1,2,2,2,2,2
"restaurant, bar, gym",6.9,Wanderland,17200,"['Very', 'GoodFrom']",6,1,1,0,1,0
"restaurant, bar",8.5,Willsmian,8000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar",7.3,Andeman,13500,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, internet",7.0,Ubisville,143802,"['Very', 'GoodFrom']",20,1,1,0,0,1
"restaurant, bar, swimming pool, internet",10.0,Machlessvile,25000,['ExcellentFrom'],2,1,1,1,0,1
"restaurant, bar, swimming pool",7.1,Willsmian,12500,"['Very', 'GoodFrom']",7,1,1,1,0,0
"restaurant, bar, swimming pool, internet",7.2,Wanderland,24500,"['Very', 'GoodFrom']",23,1,1,1,0,1
,6.3,Willsmian,35000,"['Very', 'GoodFrom']",46,2,2,2,2,2
"restaurant, bar",4.0,Stokol,2500,['GoodFrom'],8,1,1,0,0,0
,7.0,Wanderland,3700,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar, internet",,Machlessvile,7000,,,1,1,0,0,1
"restaurant, bar, swimming pool, gym",10.0,Ubisville,36000,['ExcellentFrom'],1,1,1,1,1,0
,,Uberlandia,2500,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym",From,Uberlandia,30000,,1,1,1,1,1,0
,2.3,Andeman,3200,['FairFrom'],2,2,2,2,2,2
"restaurant, swimming pool",8.1,Uberlandia,7000,['ExcellentFrom'],3,0,1,1,0,0
"bar, swimming pool",7.9,Stokol,18000,"['Very', 'GoodFrom']",4,1,0,1,0,0
restaurant,6.1,Hallerson,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
"restaurant, bar",6.0,Wanderland,8000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar",6.2,Stokol,4000,"['Very', 'GoodFrom']",10,1,1,0,0,0
"restaurant, bar, swimming pool, internet",,Willsmian,19550,,,1,1,1,0,1
"restaurant, bar",6.1,Uberlandia,6000,"['Very', 'GoodFrom']",4,1,1,0,0,0
,5.6,Stokol,14000,['GoodFrom'],3,2,2,2,2,2
"restaurant, bar, swimming pool, internet",10.0,Uberlandia,15000,['ExcellentFrom'],1,1,1,1,0,1
"restaurant, bar, swimming pool, gym",,Andeman,7125,,,1,1,1,1,0
"restaurant, gym",5.6,Uberlandia,15500,['GoodFrom'],1,0,1,0,1,0
"restaurant, bar, internet",6.8,Stokol,17500,"['Very', 'GoodFrom']",94,1,1,0,0,1
"bar, swimming pool, gym, internet",6.4,Willsmian,14000,"['Very', 'GoodFrom']",40,1,0,1,1,1
"restaurant, bar, swimming pool, gym",7.2,Wanderland,63000,"['Very', 'GoodFrom']",10,1,1,1,1,0
"restaurant, bar, swimming pool, internet",7.7,Stokol,18000,"['Very', 'GoodFrom']",14,1,1,1,0,1
"restaurant, bar, gym",7.1,Andeman,6600,"['Very', 'GoodFrom']",8,1,1,0,1,0
"restaurant, swimming pool, gym, internet",9.1,Stokol,25000,['ExcellentFrom'],3,0,1,1,1,1
"restaurant, swimming pool",8.1,Machlessvile,7000,['ExcellentFrom'],3,0,1,1,0,0
bar,,Stokol,6000,,,1,0,0,0,0
"restaurant, bar",8.3,Wanderland,8000,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar",,Wanderland,7000,,,1,1,0,0,0
"restaurant, bar",9.6,Hallerson,12800,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, internet",6.8,Andeman,18000,"['Very', 'GoodFrom']",4,1,1,0,0,1
"restaurant, bar",7.2,Stokol,13000,"['Very', 'GoodFrom']",4,1,1,0,0,0
"restaurant, bar",,Machlessvile,3300,,,1,1,0,0,0
restaurant,,Willsmian,2300,,,0,1,0,0,0
internet,7.7,Willsmian,20000,"['Very', 'GoodFrom']",18,0,0,0,0,1
"restaurant, bar",8.0,Wanderland,15000,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, internet",7.9,Andeman,59000,"['Very', 'GoodFrom']",10,1,1,0,0,1
"restaurant, swimming pool, gym",9.3,Stokol,35000,['ExcellentFrom'],4,0,1,1,1,0
"restaurant, bar, swimming pool, internet",2.4,Willsmian,8000,['FairFrom'],4,1,1,1,0,1
"restaurant, bar",,Stokol,1700,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.2,Ubisville,17000,"['Very', 'GoodFrom']",16,1,1,1,1,1
"restaurant, bar, swimming pool, gym, internet",8.7,Wanderland,12500,['ExcellentFrom'],7,1,1,1,1,1
"restaurant, swimming pool",6.4,Hallerson,18000,"['Very', 'GoodFrom']",4,0,1,1,0,0
"restaurant, bar, swimming pool, gym, internet",7.6,Wanderland,20000,"['Very', 'GoodFrom']",13,1,1,1,1,1
"restaurant, bar",5.6,Wanderland,5400,['GoodFrom'],1,1,1,0,0,0
"restaurant, bar, internet",7.0,Wanderland,15000,"['Very', 'GoodFrom']",39,1,1,0,0,1
,,Uberlandia,3040,,,2,2,2,2,2
"restaurant, bar, swimming pool",7.8,Ubisville,13500,"['Very', 'GoodFrom']",10,1,1,1,0,0
"restaurant, bar, internet",8.3,Stokol,30000,['ExcellentFrom'],18,1,1,0,0,1
bar,,Machlessvile,5000,,,1,0,0,0,0
"restaurant, bar",6.6,Machlessvile,10000,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, internet",7.8,Uberlandia,9000,"['Very', 'GoodFrom']",12,1,1,0,0,1
,,Machlessvile,2500,,,2,2,2,2,2
"restaurant, bar, swimming pool",7.9,Stokol,9000,"['Very', 'GoodFrom']",6,1,1,1,0,0
"restaurant, bar, swimming pool, gym",6.1,Stokol,8000,"['Very', 'GoodFrom']",8,1,1,1,1,0
"restaurant, bar, swimming pool, gym",9.3,Andeman,88600,['ExcellentFrom'],3,1,1,1,1,0
restaurant,8.6,Andeman,15500,['ExcellentFrom'],7,0,1,0,0,0
"restaurant, swimming pool",8.8,Andeman,8000,['ExcellentFrom'],1,0,1,1,0,0
"restaurant, bar",8.9,Wanderland,17000,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar, internet",6.7,Andeman,3000,"['Very', 'GoodFrom']",1,1,1,0,0,1
"restaurant, bar, internet",5.8,Andeman,6000,['GoodFrom'],8,1,1,0,0,1
"restaurant, internet",4.9,Wanderland,19720,['GoodFrom'],30,0,1,0,0,1
,5.4,Andeman,3000,['GoodFrom'],2,2,2,2,2,2
,,Wanderland,4025,,,2,2,2,2,2
"restaurant, bar, swimming pool",7.1,Stokol,12500,"['Very', 'GoodFrom']",7,1,1,1,0,0
"restaurant, bar, swimming pool, internet",8.0,Stokol,25000,['ExcellentFrom'],25,1,1,1,0,1
"restaurant, bar, internet",7.2,Andeman,56000,"['Very', 'GoodFrom']",2,1,1,0,0,1
"restaurant, bar",5.8,Stokol,6000,['GoodFrom'],43,1,1,0,0,0
"restaurant, bar, swimming pool, internet",,Hallerson,19550,,,1,1,1,0,1
,5.6,Andeman,14000,['GoodFrom'],3,2,2,2,2,2
"restaurant, bar, internet",8.0,Machlessvile,40000,['ExcellentFrom'],8,1,1,0,0,1
"restaurant, bar",9.6,Uberlandia,8000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar, swimming pool, internet",10.0,Wanderland,25000,['ExcellentFrom'],2,1,1,1,0,1
"restaurant, bar, swimming pool, internet",7.9,Stokol,50000,"['Very', 'GoodFrom']",24,1,1,1,0,1
restaurant,,Wanderland,5000,,,0,1,0,0,0
"restaurant, bar",3.6,Ubisville,3000,['FairFrom'],1,1,1,0,0,0
"restaurant, bar, internet",7.2,Uberlandia,56000,"['Very', 'GoodFrom']",2,1,1,0,0,1
"bar, swimming pool, gym",9.5,Stokol,14997,['ExcellentFrom'],4,1,0,1,1,0
"restaurant, bar, swimming pool, gym, internet",7.8,Willsmian,15000,"['Very', 'GoodFrom']",25,1,1,1,1,1
"swimming pool, gym, internet",,Hallerson,64600,,,0,0,1,1,1
"restaurant, bar",5.0,Hallerson,3500,['GoodFrom'],4,1,1,0,0,0
"restaurant, bar, internet",2.8,Andeman,16800,['FairFrom'],5,1,1,0,0,1
,,Uberlandia,5000,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",10.0,Machlessvile,15000,['ExcellentFrom'],1,1,1,1,0,1
"restaurant, swimming pool, internet",8.2,Wanderland,16000,['ExcellentFrom'],97,0,1,1,0,1
"restaurant, bar, internet",7.7,Wanderland,30000,"['Very', 'GoodFrom']",36,1,1,0,0,1
"bar, swimming pool",7.9,Andeman,18000,"['Very', 'GoodFrom']",4,1,0,1,0,0
restaurant,,Willsmian,5000,,,0,1,0,0,0
"restaurant, bar",7.6,Wanderland,5000,"['Very', 'GoodFrom']",3,1,1,0,0,0
bar,,Stokol,3500,,,1,0,0,0,0
"bar, internet",7.7,Stokol,12750,"['Very', 'GoodFrom']",34,1,0,0,0,1
"restaurant, bar",,Andeman,7000,,,1,1,0,0,0
"restaurant, bar, gym, internet",8.3,Wanderland,25000,['ExcellentFrom'],5,1,1,0,1,1
"restaurant, swimming pool",,Uberlandia,80500,,,0,1,1,0,0
"bar, swimming pool",10.0,Stokol,25000,['ExcellentFrom'],1,1,0,1,0,0
"restaurant, bar",6.4,Andeman,4000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar, gym, internet",7.2,Hallerson,30000,"['Very', 'GoodFrom']",44,1,1,0,1,1
"restaurant, bar, swimming pool, gym",7.8,Wanderland,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
"restaurant, bar",7.6,Stokol,5000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar",8.9,Willsmian,17000,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar",5.8,Stokol,18000,['GoodFrom'],8,1,1,0,0,0
"restaurant, bar, internet",,Machlessvile,10000,,,1,1,0,0,1
"restaurant, bar",6.2,Wanderland,14500,"['Very', 'GoodFrom']",8,1,1,0,0,0
,8.3,Uberlandia,35000,['ExcellentFrom'],4,2,2,2,2,2
"restaurant, bar, internet",6.8,Wanderland,17000,"['Very', 'GoodFrom']",1,1,1,0,0,1
"restaurant, bar",7.2,Willsmian,13000,"['Very', 'GoodFrom']",4,1,1,0,0,0
restaurant,,Stokol,7000,,,0,1,0,0,0
"restaurant, bar, internet",6.6,Andeman,13000,"['Very', 'GoodFrom']",16,1,1,0,0,1
"restaurant, swimming pool",8.6,Stokol,24000,['ExcellentFrom'],4,0,1,1,0,0
"restaurant, bar",8.0,Hallerson,11800,['ExcellentFrom'],3,1,1,0,0,0
restaurant,6.0,Wanderland,5500,"['Very', 'GoodFrom']",79,0,1,0,0,0
internet,7.7,Stokol,20000,"['Very', 'GoodFrom']",18,0,0,0,0,1
"restaurant, bar",6.9,Willsmian,13500,"['Very', 'GoodFrom']",17,1,1,0,0,0
internet,7.7,Wanderland,20000,"['Very', 'GoodFrom']",18,0,0,0,0,1
"restaurant, bar, internet",,Ubisville,15000,,,1,1,0,0,1
bar,7.9,Stokol,25000,"['Very', 'GoodFrom']",12,1,0,0,0,0
,6.2,Stokol,3500,"['Very', 'GoodFrom']",2,2,2,2,2,2
bar,8.7,Andeman,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, bar, gym",7.9,Willsmian,48000,"['Very', 'GoodFrom']",3,1,1,0,1,0
swimming pool,,Uberlandia,20000,,,0,0,1,0,0
"restaurant, bar",6.0,Andeman,8500,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, bar, swimming pool, gym",7.0,Willsmian,16200,"['Very', 'GoodFrom']",17,1,1,1,1,0
"bar, swimming pool, gym, internet",8.2,Stokol,32000,['ExcellentFrom'],13,1,0,1,1,1
"restaurant, bar, swimming pool",7.1,Wanderland,12500,"['Very', 'GoodFrom']",7,1,1,1,0,0
,,Ubisville,38500,,,2,2,2,2,2
"restaurant, bar",8.0,Andeman,10000,['ExcellentFrom'],7,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.4,Uberlandia,17000,"['Very', 'GoodFrom']",145,1,1,1,0,1
"restaurant, bar, swimming pool",7.9,Hallerson,9000,"['Very', 'GoodFrom']",6,1,1,1,0,0
"restaurant, bar, internet",8.0,Andeman,25000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, bar, internet",6.9,Wanderland,6000,"['Very', 'GoodFrom']",12,1,1,0,0,1
,,Hallerson,3200,,,2,2,2,2,2
,,Willsmian,53475,,,2,2,2,2,2
"bar, swimming pool, gym, internet",6.9,Willsmian,20000,"['Very', 'GoodFrom']",12,1,0,1,1,1
"restaurant, bar",8.0,Ubisville,11500,['ExcellentFrom'],6,1,1,0,0,0
,6.0,Stokol,15000,"['Very', 'GoodFrom']",43,2,2,2,2,2
"restaurant, bar",5.0,Stokol,3500,['GoodFrom'],4,1,1,0,0,0
"bar, swimming pool, gym",9.5,Willsmian,14997,['ExcellentFrom'],4,1,0,1,1,0
"restaurant, bar, swimming pool, gym, internet",7.2,Wanderland,25000,"['Very', 'GoodFrom']",6,1,1,1,1,1
"restaurant, bar",,Willsmian,2500,,,1,1,0,0,0
,,Machlessvile,2500,,,2,2,2,2,2
"restaurant, swimming pool, internet",6.3,Uberlandia,15000,"['Very', 'GoodFrom']",14,0,1,1,0,1
"restaurant, bar, internet",7.7,Stokol,15000,"['Very', 'GoodFrom']",11,1,1,0,0,1
"restaurant, swimming pool",8.1,Ubisville,7000,['ExcellentFrom'],3,0,1,1,0,0
restaurant,5.8,Wanderland,3500,['GoodFrom'],4,0,1,0,0,0
"restaurant, bar",8.0,Wanderland,7000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.1,Uberlandia,10000,"['Very', 'GoodFrom']",4,1,1,1,1,1
"restaurant, bar",6.4,Andeman,10000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar, swimming pool",,Hallerson,12000,,,1,1,1,0,0
,5.6,Uberlandia,14000,['GoodFrom'],3,2,2,2,2,2
"restaurant, internet",,Andeman,50000,,,0,1,0,0,1
restaurant,,Wanderland,7000,,,0,1,0,0,0
"restaurant, bar, internet",,Stokol,9000,,,1,1,0,0,1
"restaurant, swimming pool, internet",7.3,Stokol,20000,"['Very', 'GoodFrom']",25,0,1,1,0,1
"bar, swimming pool",10.0,Andeman,25000,['ExcellentFrom'],1,1,0,1,0,0
"bar, swimming pool, gym",6.9,Ubisville,21000,"['Very', 'GoodFrom']",13,1,0,1,1,0
"restaurant, swimming pool",8.0,Uberlandia,23000,['ExcellentFrom'],34,0,1,1,0,0
"restaurant, bar, swimming pool, gym",8.8,Ubisville,20000,['ExcellentFrom'],2,1,1,1,1,0
"restaurant, bar",6.3,Ubisville,7000,"['Very', 'GoodFrom']",17,1,1,0,0,0
restaurant,6.1,Willsmian,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
"restaurant, bar, swimming pool, gym",7.0,Stokol,32000,"['Very', 'GoodFrom']",6,1,1,1,1,0
internet,7.7,Andeman,20000,"['Very', 'GoodFrom']",18,0,0,0,0,1
"restaurant, bar, internet",6.2,Ubisville,7500,"['Very', 'GoodFrom']",7,1,1,0,0,1
"restaurant, bar",7.6,Ubisville,9000,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, bar",7.6,Uberlandia,9000,"['Very', 'GoodFrom']",9,1,1,0,0,0
restaurant,7.4,Machlessvile,10000,"['Very', 'GoodFrom']",12,0,1,0,0,0
restaurant,8.4,Wanderland,15000,['ExcellentFrom'],4,0,1,0,0,0
"restaurant, bar, swimming pool, internet",7.7,Andeman,18000,"['Very', 'GoodFrom']",14,1,1,1,0,1
"restaurant, bar, internet",6.8,Machlessvile,18000,"['Very', 'GoodFrom']",4,1,1,0,0,1
"restaurant, bar, gym, internet",10.0,Andeman,13000,['ExcellentFrom'],1,1,1,0,1,1
"restaurant, bar, swimming pool, gym",,Uberlandia,7125,,,1,1,1,1,0
"restaurant, bar, gym, internet",6.5,Wanderland,15000,"['Very', 'GoodFrom']",32,1,1,0,1,1
"restaurant, bar",5.8,Uberlandia,6000,['GoodFrom'],43,1,1,0,0,0
bar,,Willsmian,6000,,,1,0,0,0,0
"restaurant, bar, gym, internet",,Ubisville,10000,,,1,1,0,1,1
"restaurant, bar, internet",6.8,Andeman,8800,"['Very', 'GoodFrom']",21,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.5,Hallerson,67000,"['Very', 'GoodFrom']",35,1,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",8.3,Willsmian,27000,['ExcellentFrom'],11,1,1,1,1,1
"restaurant, bar",7.8,Andeman,11000,"['Very', 'GoodFrom']",2,1,1,0,0,0
"restaurant, bar, swimming pool, internet",,Andeman,14000,,,1,1,1,0,1
"restaurant, bar, swimming pool, gym",7.8,Hallerson,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
restaurant,,Stokol,3500,,,0,1,0,0,0
"bar, gym, internet",7.5,Stokol,17000,"['Very', 'GoodFrom']",16,1,0,0,1,1
restaurant,6.0,Stokol,5500,"['Very', 'GoodFrom']",79,0,1,0,0,0
"restaurant, bar, internet",6.8,Machlessvile,8800,"['Very', 'GoodFrom']",21,1,1,0,0,1
"bar, swimming pool",10.0,Stokol,25000,['ExcellentFrom'],1,1,0,1,0,0
,,Stokol,17000,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym",7.6,Stokol,16500,"['Very', 'GoodFrom']",1,1,1,1,1,0
"restaurant, bar, internet",7.0,Uberlandia,5000,"['Very', 'GoodFrom']",14,1,1,0,0,1
"restaurant, bar, gym, internet",,Willsmian,10000,,,1,1,0,1,1
bar,7.9,Uberlandia,25000,"['Very', 'GoodFrom']",12,1,0,0,0,0
bar,4.2,Wanderland,8000,['GoodFrom'],5,1,0,0,0,0
"restaurant, bar, internet",2.8,Stokol,16800,['FairFrom'],5,1,1,0,0,1
,,Machlessvile,38500,,,2,2,2,2,2
"restaurant, bar, internet",,Hallerson,5500,,,1,1,0,0,1
restaurant,6.4,Willsmian,9900,"['Very', 'GoodFrom']",1,0,1,0,0,0
restaurant,,Willsmian,5405,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.2,Machlessvile,25000,"['Very', 'GoodFrom']",6,1,1,1,1,1
swimming pool,,Andeman,25000,,,0,0,1,0,0
,5.4,Willsmian,3000,['GoodFrom'],2,2,2,2,2,2
"restaurant, bar",7.8,Stokol,10000,"['Very', 'GoodFrom']",4,1,1,0,0,0
restaurant,7.2,Willsmian,9000,"['Very', 'GoodFrom']",12,0,1,0,0,0
,,Wanderland,4000,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",7.5,Wanderland,18480,"['Very', 'GoodFrom']",42,1,1,1,1,1
"restaurant, bar, swimming pool, gym, internet",7.6,Uberlandia,30000,"['Very', 'GoodFrom']",6,1,1,1,1,1
"restaurant, bar, swimming pool, gym",8.5,Ubisville,12000,['ExcellentFrom'],6,1,1,1,1,0
"restaurant, swimming pool, internet",6.3,Andeman,15000,"['Very', 'GoodFrom']",14,0,1,1,0,1
"restaurant, bar, internet",,Stokol,7475,,,1,1,0,0,1
"restaurant, bar, gym, internet",,Machlessvile,10000,,,1,1,0,1,1
"restaurant, bar",8.0,Stokol,10000,['ExcellentFrom'],7,1,1,0,0,0
"restaurant, bar, internet",9.4,Willsmian,12000,['ExcellentFrom'],2,1,1,0,0,1
internet,8.9,Hallerson,18000,['ExcellentFrom'],11,0,0,0,0,1
"restaurant, bar",2.0,Andeman,4500,['FairFrom'],1,1,1,0,0,0
internet,8.9,Wanderland,18000,['ExcellentFrom'],11,0,0,0,0,1
"restaurant, bar",8.0,Stokol,20000,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.8,Hallerson,66500,['ExcellentFrom'],8,1,1,1,1,1
,,Hallerson,2800,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",8.7,Uberlandia,60000,['ExcellentFrom'],17,1,1,1,0,1
"restaurant, bar",,Hallerson,3300,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",5.8,Hallerson,25000,['GoodFrom'],6,1,1,1,0,1
restaurant,8.4,Andeman,15000,['ExcellentFrom'],4,0,1,0,0,0
